Sample in Buffer,Sample in Window,TRIGGER,design_2_i/adc_bit_decoder_0_t_ready,design_2_i/ZmodScopeController_0_cDataAxisTvalid,design_2_i/delay_96_cycles_0_dout,design_2_i/adc_bit_decoder_0_bit_out,design_2_i/comparator_0_correct_bits[13:0],design_2_i/comparator_0_whole_bits[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
21196,21196,0,1,1,0,0,373,886
21197,21197,0,1,0,0,0,373,886
21198,21198,0,1,0,0,0,373,886
21199,21199,0,1,0,0,0,373,886
21200,21200,0,1,1,0,0,373,887
21201,21201,0,1,0,0,1,373,887
21202,21202,0,1,0,0,1,373,887
21203,21203,0,1,0,0,1,373,887
21204,21204,0,1,1,0,1,373,887
21205,21205,0,1,0,0,1,373,887
21206,21206,0,1,0,0,1,373,887
21207,21207,0,1,0,0,1,373,887
21208,21208,0,1,1,0,1,373,887
21209,21209,0,1,0,0,1,373,887
21210,21210,0,1,0,0,1,373,887
21211,21211,0,1,0,0,1,373,887
21212,21212,0,1,1,0,1,373,887
21213,21213,0,1,0,0,1,373,887
21214,21214,0,1,0,0,1,373,887
21215,21215,0,1,0,0,1,373,887
21216,21216,0,1,1,1,1,373,887
21217,21217,0,1,0,1,0,373,887
21218,21218,0,1,0,1,0,373,887
21219,21219,0,1,0,1,0,373,887
21220,21220,0,1,1,1,0,373,888
21221,21221,0,1,0,1,1,373,888
21222,21222,0,1,0,1,1,373,888
21223,21223,0,1,0,1,1,373,888
21224,21224,0,1,1,1,1,373,888
21225,21225,0,1,0,1,0,373,888
21226,21226,0,1,0,1,0,373,888
21227,21227,0,1,0,1,0,373,888
21228,21228,0,1,1,1,0,373,888
21229,21229,0,1,0,1,1,373,888
21230,21230,0,1,0,1,1,373,888
21231,21231,0,1,0,1,1,374,888
21232,21232,0,1,1,1,1,374,888
21233,21233,0,1,0,1,1,374,888
21234,21234,0,1,0,1,1,374,888
21235,21235,0,1,0,1,1,374,888
21236,21236,0,1,1,1,1,374,888
21237,21237,0,1,0,1,0,374,888
21238,21238,0,1,0,1,0,374,888
21239,21239,0,1,0,1,0,374,888
21240,21240,0,1,1,1,0,374,889
21241,21241,0,1,0,1,1,374,889
21242,21242,0,1,0,1,1,374,889
21243,21243,0,1,0,1,1,374,889
21244,21244,0,1,1,1,1,374,889
21245,21245,0,1,0,1,1,374,889
21246,21246,0,1,0,1,1,374,889
21247,21247,0,1,0,1,1,374,889
21248,21248,0,1,1,1,1,374,889
21249,21249,0,1,0,1,1,374,889
21250,21250,0,1,0,1,1,374,889
21251,21251,0,1,0,1,1,375,889
21252,21252,0,1,1,1,1,375,889
21253,21253,0,1,0,1,1,375,889
21254,21254,0,1,0,1,1,375,889
21255,21255,0,1,0,1,1,375,889
21256,21256,0,1,1,1,1,375,889
21257,21257,0,1,0,1,0,375,889
21258,21258,0,1,0,1,0,375,889
21259,21259,0,1,0,1,0,375,889
21260,21260,0,1,1,1,0,375,890
21261,21261,0,1,0,1,0,375,890
21262,21262,0,1,0,1,0,375,890
21263,21263,0,1,0,1,0,375,890
21264,21264,0,1,1,1,0,375,890
21265,21265,0,1,0,1,1,375,890
21266,21266,0,1,0,1,1,375,890
21267,21267,0,1,0,1,1,375,890
21268,21268,0,1,1,1,1,375,890
21269,21269,0,1,0,1,1,375,890
21270,21270,0,1,0,1,1,375,890
21271,21271,0,1,0,1,1,376,890
21272,21272,0,1,1,1,1,376,890
21273,21273,0,1,0,1,1,376,890
21274,21274,0,1,0,1,1,376,890
21275,21275,0,1,0,1,1,376,890
21276,21276,0,1,1,1,1,376,890
21277,21277,0,1,0,1,1,376,890
21278,21278,0,1,0,1,1,376,890
21279,21279,0,1,0,1,1,376,890
21280,21280,0,1,1,1,1,376,891
21281,21281,0,1,0,1,1,376,891
21282,21282,0,1,0,1,1,376,891
21283,21283,0,1,0,1,1,376,891
21284,21284,0,1,1,1,1,376,891
21285,21285,0,1,0,1,0,376,891
21286,21286,0,1,0,1,0,376,891
21287,21287,0,1,0,1,0,376,891
21288,21288,0,1,1,1,0,376,891
21289,21289,0,1,0,1,0,376,891
21290,21290,0,1,0,1,0,376,891
21291,21291,0,1,0,1,0,376,891
21292,21292,0,1,1,1,0,376,891
21293,21293,0,1,0,1,1,376,891
21294,21294,0,1,0,1,1,376,891
21295,21295,0,1,0,1,1,376,891
21296,21296,0,1,1,0,1,376,891
21297,21297,0,1,0,0,0,376,891
21298,21298,0,1,0,0,0,376,891
21299,21299,0,1,0,0,0,376,891
21300,21300,0,1,1,0,0,376,892
21301,21301,0,1,0,0,0,376,892
21302,21302,0,1,0,0,0,376,892
21303,21303,0,1,0,0,0,376,892
21304,21304,0,1,1,0,0,376,892
21305,21305,0,1,0,0,1,376,892
21306,21306,0,1,0,0,1,376,892
21307,21307,0,1,0,0,1,376,892
21308,21308,0,1,1,0,1,376,892
21309,21309,0,1,0,0,1,376,892
21310,21310,0,1,0,0,1,376,892
21311,21311,0,1,0,0,1,376,892
21312,21312,0,1,1,0,1,376,892
21313,21313,0,1,0,0,1,376,892
21314,21314,0,1,0,0,1,376,892
21315,21315,0,1,0,0,1,376,892
21316,21316,0,1,1,0,1,376,892
21317,21317,0,1,0,0,0,376,892
21318,21318,0,1,0,0,0,376,892
21319,21319,0,1,0,0,0,376,892
21320,21320,0,1,1,0,0,376,893
21321,21321,0,1,0,0,1,376,893
21322,21322,0,1,0,0,1,376,893
21323,21323,0,1,0,0,1,376,893
21324,21324,0,1,1,0,1,376,893
21325,21325,0,1,0,0,1,376,893
21326,21326,0,1,0,0,1,376,893
21327,21327,0,1,0,0,1,376,893
21328,21328,0,1,1,0,1,376,893
21329,21329,0,1,0,0,1,376,893
21330,21330,0,1,0,0,1,376,893
21331,21331,0,1,0,0,1,376,893
21332,21332,0,1,1,0,1,376,893
21333,21333,0,1,0,0,0,376,893
21334,21334,0,1,0,0,0,376,893
21335,21335,0,1,0,0,0,376,893
21336,21336,0,1,1,0,0,376,893
21337,21337,0,1,0,0,0,376,893
21338,21338,0,1,0,0,0,376,893
21339,21339,0,1,0,0,0,376,893
21340,21340,0,1,1,0,0,376,894
21341,21341,0,1,0,0,0,376,894
21342,21342,0,1,0,0,0,376,894
21343,21343,0,1,0,0,0,376,894
21344,21344,0,1,1,0,0,376,894
21345,21345,0,1,0,0,1,376,894
21346,21346,0,1,0,0,1,376,894
21347,21347,0,1,0,0,1,376,894
21348,21348,0,1,1,0,1,376,894
21349,21349,0,1,0,0,1,376,894
21350,21350,0,1,0,0,1,376,894
21351,21351,0,1,0,0,1,376,894
21352,21352,0,1,1,0,1,376,894
21353,21353,0,1,0,0,1,376,894
21354,21354,0,1,0,0,1,376,894
21355,21355,0,1,0,0,1,376,894
21356,21356,0,1,1,1,1,376,894
21357,21357,0,1,0,1,0,376,894
21358,21358,0,1,0,1,0,376,894
21359,21359,0,1,0,1,0,376,894
21360,21360,0,1,1,1,0,376,895
21361,21361,0,1,0,1,0,376,895
21362,21362,0,1,0,1,0,376,895
21363,21363,0,1,0,1,0,376,895
21364,21364,0,1,1,1,0,376,895
21365,21365,0,1,0,1,0,376,895
21366,21366,0,1,0,1,0,376,895
21367,21367,0,1,0,1,0,376,895
21368,21368,0,1,1,1,0,376,895
21369,21369,0,1,0,1,0,376,895
21370,21370,0,1,0,1,0,376,895
21371,21371,0,1,0,1,0,376,895
21372,21372,0,1,1,1,0,376,895
21373,21373,0,1,0,1,0,376,895
21374,21374,0,1,0,1,0,376,895
21375,21375,0,1,0,1,0,376,895
21376,21376,0,1,1,0,0,376,895
21377,21377,0,1,0,0,0,376,895
21378,21378,0,1,0,0,0,376,895
21379,21379,0,1,0,0,0,376,895
21380,21380,0,1,1,0,0,376,896
21381,21381,0,1,0,0,0,376,896
21382,21382,0,1,0,0,0,376,896
21383,21383,0,1,0,0,0,376,896
21384,21384,0,1,1,0,0,376,896
21385,21385,0,1,0,0,1,376,896
21386,21386,0,1,0,0,1,376,896
21387,21387,0,1,0,0,1,376,896
21388,21388,0,1,1,0,1,376,896
21389,21389,0,1,0,0,0,376,896
21390,21390,0,1,0,0,0,376,896
21391,21391,0,1,0,0,0,377,896
21392,21392,0,1,1,0,0,377,896
21393,21393,0,1,0,0,1,377,896
21394,21394,0,1,0,0,1,377,896
21395,21395,0,1,0,0,1,377,896
21396,21396,0,1,1,0,1,377,896
21397,21397,0,1,0,0,0,377,896
21398,21398,0,1,0,0,0,377,896
21399,21399,0,1,0,0,0,377,896
21400,21400,0,1,1,0,0,377,897
21401,21401,0,1,0,0,1,377,897
21402,21402,0,1,0,0,1,377,897
21403,21403,0,1,0,0,1,377,897
21404,21404,0,1,1,0,1,377,897
21405,21405,0,1,0,0,0,377,897
21406,21406,0,1,0,0,0,377,897
21407,21407,0,1,0,0,0,377,897
21408,21408,0,1,1,0,0,377,897
21409,21409,0,1,0,0,1,377,897
21410,21410,0,1,0,0,1,377,897
21411,21411,0,1,0,0,1,377,897
21412,21412,0,1,1,0,1,377,897
21413,21413,0,1,0,0,1,377,897
21414,21414,0,1,0,0,1,377,897
21415,21415,0,1,0,0,1,377,897
21416,21416,0,1,1,0,1,377,897
21417,21417,0,1,0,0,1,377,897
21418,21418,0,1,0,0,1,377,897
21419,21419,0,1,0,0,1,377,897
21420,21420,0,1,1,0,1,377,898
21421,21421,0,1,0,0,0,377,898
21422,21422,0,1,0,0,0,377,898
21423,21423,0,1,0,0,0,377,898
21424,21424,0,1,1,0,0,377,898
21425,21425,0,1,0,0,0,377,898
21426,21426,0,1,0,0,0,377,898
21427,21427,0,1,0,0,0,377,898
21428,21428,0,1,1,0,0,377,898
21429,21429,0,1,0,0,0,377,898
21430,21430,0,1,0,0,0,377,898
21431,21431,0,1,0,0,0,378,898
21432,21432,0,1,1,0,0,378,898
21433,21433,0,1,0,0,1,378,898
21434,21434,0,1,0,0,1,378,898
21435,21435,0,1,0,0,1,378,898
21436,21436,0,1,1,0,1,378,898
21437,21437,0,1,0,0,0,378,898
21438,21438,0,1,0,0,0,378,898
21439,21439,0,1,0,0,0,378,898
21440,21440,0,1,1,0,0,378,899
21441,21441,0,1,0,0,1,378,899
21442,21442,0,1,0,0,1,378,899
21443,21443,0,1,0,0,1,378,899
21444,21444,0,1,1,0,1,378,899
21445,21445,0,1,0,0,0,378,899
21446,21446,0,1,0,0,0,378,899
21447,21447,0,1,0,0,0,378,899
21448,21448,0,1,1,0,0,378,899
21449,21449,0,1,0,0,1,378,899
21450,21450,0,1,0,0,1,378,899
21451,21451,0,1,0,0,1,378,899
21452,21452,0,1,1,0,1,378,899
21453,21453,0,1,0,0,0,378,899
21454,21454,0,1,0,0,0,378,899
21455,21455,0,1,0,0,0,378,899
21456,21456,0,1,1,0,0,378,899
21457,21457,0,1,0,0,1,378,899
21458,21458,0,1,0,0,1,378,899
21459,21459,0,1,0,0,1,378,899
21460,21460,0,1,1,0,1,378,900
21461,21461,0,1,0,0,1,378,900
21462,21462,0,1,0,0,1,378,900
21463,21463,0,1,0,0,1,378,900
21464,21464,0,1,1,0,1,378,900
21465,21465,0,1,0,0,0,378,900
21466,21466,0,1,0,0,0,378,900
21467,21467,0,1,0,0,0,378,900
21468,21468,0,1,1,0,0,378,900
21469,21469,0,1,0,0,1,378,900
21470,21470,0,1,0,0,1,378,900
21471,21471,0,1,0,0,1,378,900
21472,21472,0,1,1,0,1,378,900
21473,21473,0,1,0,0,1,378,900
21474,21474,0,1,0,0,1,378,900
21475,21475,0,1,0,0,1,378,900
21476,21476,0,1,1,0,1,378,900
21477,21477,0,1,0,0,0,378,900
21478,21478,0,1,0,0,0,378,900
21479,21479,0,1,0,0,0,378,900
21480,21480,0,1,1,0,0,378,901
21481,21481,0,1,0,0,1,378,901
21482,21482,0,1,0,0,1,378,901
21483,21483,0,1,0,0,1,378,901
21484,21484,0,1,1,0,1,378,901
21485,21485,0,1,0,0,1,378,901
21486,21486,0,1,0,0,1,378,901
21487,21487,0,1,0,0,1,378,901
21488,21488,0,1,1,0,1,378,901
21489,21489,0,1,0,0,0,378,901
21490,21490,0,1,0,0,0,378,901
21491,21491,0,1,0,0,0,379,901
21492,21492,0,1,1,0,0,379,901
21493,21493,0,1,0,0,0,379,901
21494,21494,0,1,0,0,0,379,901
21495,21495,0,1,0,0,0,379,901
21496,21496,0,1,1,1,0,379,901
21497,21497,0,1,0,1,1,379,901
21498,21498,0,1,0,1,1,379,901
21499,21499,0,1,0,1,1,379,901
21500,21500,0,1,1,1,1,379,902
21501,21501,0,1,0,1,1,379,902
21502,21502,0,1,0,1,1,379,902
21503,21503,0,1,0,1,1,379,902
21504,21504,0,1,1,1,1,379,902
21505,21505,0,1,0,1,1,379,902
21506,21506,0,1,0,1,1,379,902
21507,21507,0,1,0,1,1,379,902
21508,21508,0,1,1,1,1,379,902
21509,21509,0,1,0,1,0,379,902
21510,21510,0,1,0,1,0,379,902
21511,21511,0,1,0,1,0,379,902
21512,21512,0,1,1,1,0,379,902
21513,21513,0,1,0,1,0,379,902
21514,21514,0,1,0,1,0,379,902
21515,21515,0,1,0,1,0,379,902
21516,21516,0,1,1,1,0,379,902
21517,21517,0,1,0,1,1,379,902
21518,21518,0,1,0,1,1,379,902
21519,21519,0,1,0,1,1,379,902
21520,21520,0,1,1,1,1,379,903
21521,21521,0,1,0,1,1,379,903
21522,21522,0,1,0,1,1,379,903
21523,21523,0,1,0,1,1,379,903
21524,21524,0,1,1,1,1,379,903
21525,21525,0,1,0,1,1,379,903
21526,21526,0,1,0,1,1,379,903
21527,21527,0,1,0,1,1,379,903
21528,21528,0,1,1,1,1,379,903
21529,21529,0,1,0,1,0,379,903
21530,21530,0,1,0,1,0,379,903
21531,21531,0,1,0,1,0,379,903
21532,21532,0,1,1,1,0,379,903
21533,21533,0,1,0,1,0,379,903
21534,21534,0,1,0,1,0,379,903
21535,21535,0,1,0,1,0,379,903
21536,21536,0,1,1,1,0,379,903
21537,21537,0,1,0,1,1,379,903
21538,21538,0,1,0,1,1,379,903
21539,21539,0,1,0,1,1,379,903
21540,21540,0,1,1,1,1,379,904
21541,21541,0,1,0,1,1,379,904
21542,21542,0,1,0,1,1,379,904
21543,21543,0,1,0,1,1,379,904
21544,21544,0,1,1,1,1,379,904
21545,21545,0,1,0,1,0,379,904
21546,21546,0,1,0,1,0,379,904
21547,21547,0,1,0,1,0,379,904
21548,21548,0,1,1,1,0,379,904
21549,21549,0,1,0,1,1,379,904
21550,21550,0,1,0,1,1,379,904
21551,21551,0,1,0,1,1,380,904
21552,21552,0,1,1,1,1,380,904
21553,21553,0,1,0,1,1,380,904
21554,21554,0,1,0,1,1,380,904
21555,21555,0,1,0,1,1,380,904
21556,21556,0,1,1,0,1,380,904
21557,21557,0,1,0,0,0,380,904
21558,21558,0,1,0,0,0,380,904
21559,21559,0,1,0,0,0,380,904
21560,21560,0,1,1,0,0,380,905
21561,21561,0,1,0,0,0,380,905
21562,21562,0,1,0,0,0,380,905
21563,21563,0,1,0,0,0,380,905
21564,21564,0,1,1,0,0,380,905
21565,21565,0,1,0,0,0,380,905
21566,21566,0,1,0,0,0,380,905
21567,21567,0,1,0,0,0,380,905
21568,21568,0,1,1,0,0,380,905
21569,21569,0,1,0,0,1,380,905
21570,21570,0,1,0,0,1,380,905
21571,21571,0,1,0,0,1,380,905
21572,21572,0,1,1,0,1,380,905
21573,21573,0,1,0,0,1,380,905
21574,21574,0,1,0,0,1,380,905
21575,21575,0,1,0,0,1,380,905
21576,21576,0,1,1,1,1,380,905
21577,21577,0,1,0,1,0,380,905
21578,21578,0,1,0,1,0,380,905
21579,21579,0,1,0,1,0,380,905
21580,21580,0,1,1,1,0,380,906
21581,21581,0,1,0,1,1,380,906
21582,21582,0,1,0,1,1,380,906
21583,21583,0,1,0,1,1,380,906
21584,21584,0,1,1,1,1,380,906
21585,21585,0,1,0,1,0,380,906
21586,21586,0,1,0,1,0,380,906
21587,21587,0,1,0,1,0,380,906
21588,21588,0,1,1,1,0,380,906
21589,21589,0,1,0,1,1,380,906
21590,21590,0,1,0,1,1,380,906
21591,21591,0,1,0,1,1,381,906
21592,21592,0,1,1,1,1,381,906
21593,21593,0,1,0,1,0,381,906
21594,21594,0,1,0,1,0,381,906
21595,21595,0,1,0,1,0,381,906
21596,21596,0,1,1,1,0,381,906
21597,21597,0,1,0,1,1,381,906
21598,21598,0,1,0,1,1,381,906
21599,21599,0,1,0,1,1,381,906
21600,21600,0,1,1,1,1,381,907
21601,21601,0,1,0,1,1,381,907
21602,21602,0,1,0,1,1,381,907
21603,21603,0,1,0,1,1,381,907
21604,21604,0,1,1,1,1,381,907
21605,21605,0,1,0,1,0,381,907
21606,21606,0,1,0,1,0,381,907
21607,21607,0,1,0,1,0,381,907
21608,21608,0,1,1,1,0,381,907
21609,21609,0,1,0,1,0,381,907
21610,21610,0,1,0,1,0,381,907
21611,21611,0,1,0,1,0,381,907
21612,21612,0,1,1,1,0,381,907
21613,21613,0,1,0,1,0,381,907
21614,21614,0,1,0,1,0,381,907
21615,21615,0,1,0,1,0,381,907
21616,21616,0,1,1,0,0,381,907
21617,21617,0,1,0,0,1,381,907
21618,21618,0,1,0,0,1,381,907
21619,21619,0,1,0,0,1,381,907
21620,21620,0,1,1,0,1,381,908
21621,21621,0,1,0,0,0,381,908
21622,21622,0,1,0,0,0,381,908
21623,21623,0,1,0,0,0,381,908
21624,21624,0,1,1,0,0,381,908
21625,21625,0,1,0,0,0,381,908
21626,21626,0,1,0,0,0,381,908
21627,21627,0,1,0,0,0,381,908
21628,21628,0,1,1,0,0,381,908
21629,21629,0,1,0,0,1,381,908
21630,21630,0,1,0,0,1,381,908
21631,21631,0,1,0,0,1,381,908
21632,21632,0,1,1,0,1,381,908
21633,21633,0,1,0,0,0,381,908
21634,21634,0,1,0,0,0,381,908
21635,21635,0,1,0,0,0,381,908
21636,21636,0,1,1,0,0,381,908
21637,21637,0,1,0,0,1,381,908
21638,21638,0,1,0,0,1,381,908
21639,21639,0,1,0,0,1,381,908
21640,21640,0,1,1,0,1,381,909
21641,21641,0,1,0,0,1,381,909
21642,21642,0,1,0,0,1,381,909
21643,21643,0,1,0,0,1,381,909
21644,21644,0,1,1,0,1,381,909
21645,21645,0,1,0,0,1,381,909
21646,21646,0,1,0,0,1,381,909
21647,21647,0,1,0,0,1,381,909
21648,21648,0,1,1,0,1,381,909
21649,21649,0,1,0,0,1,381,909
21650,21650,0,1,0,0,1,381,909
21651,21651,0,1,0,0,1,381,909
21652,21652,0,1,1,0,1,381,909
21653,21653,0,1,0,0,1,381,909
21654,21654,0,1,0,0,1,381,909
21655,21655,0,1,0,0,1,381,909
21656,21656,0,1,1,0,1,381,909
21657,21657,0,1,0,0,1,381,909
21658,21658,0,1,0,0,1,381,909
21659,21659,0,1,0,0,1,381,909
21660,21660,0,1,1,0,1,381,910
21661,21661,0,1,0,0,0,381,910
21662,21662,0,1,0,0,0,381,910
21663,21663,0,1,0,0,0,381,910
21664,21664,0,1,1,0,0,381,910
21665,21665,0,1,0,0,0,381,910
21666,21666,0,1,0,0,0,381,910
21667,21667,0,1,0,0,0,381,910
21668,21668,0,1,1,0,0,381,910
21669,21669,0,1,0,0,1,381,910
21670,21670,0,1,0,0,1,381,910
21671,21671,0,1,0,0,1,381,910
21672,21672,0,1,1,0,1,381,910
21673,21673,0,1,0,0,1,381,910
21674,21674,0,1,0,0,1,381,910
21675,21675,0,1,0,0,1,381,910
21676,21676,0,1,1,0,1,381,910
21677,21677,0,1,0,0,1,381,910
21678,21678,0,1,0,0,1,381,910
21679,21679,0,1,0,0,1,381,910
21680,21680,0,1,1,0,1,381,911
21681,21681,0,1,0,0,1,381,911
21682,21682,0,1,0,0,1,381,911
21683,21683,0,1,0,0,1,381,911
21684,21684,0,1,1,0,1,381,911
21685,21685,0,1,0,0,1,381,911
21686,21686,0,1,0,0,1,381,911
21687,21687,0,1,0,0,1,381,911
21688,21688,0,1,1,0,1,381,911
21689,21689,0,1,0,0,1,381,911
21690,21690,0,1,0,0,1,381,911
21691,21691,0,1,0,0,1,381,911
21692,21692,0,1,1,0,1,381,911
21693,21693,0,1,0,0,1,381,911
21694,21694,0,1,0,0,1,381,911
21695,21695,0,1,0,0,1,381,911
21696,21696,0,1,1,0,1,381,911
21697,21697,0,1,0,0,0,381,911
21698,21698,0,1,0,0,0,381,911
21699,21699,0,1,0,0,0,381,911
21700,21700,0,1,1,0,0,381,912
21701,21701,0,1,0,0,1,381,912
21702,21702,0,1,0,0,1,381,912
21703,21703,0,1,0,0,1,381,912
21704,21704,0,1,1,0,1,381,912
21705,21705,0,1,0,0,1,381,912
21706,21706,0,1,0,0,1,381,912
21707,21707,0,1,0,0,1,381,912
21708,21708,0,1,1,0,1,381,912
21709,21709,0,1,0,0,1,381,912
21710,21710,0,1,0,0,1,381,912
21711,21711,0,1,0,0,1,381,912
21712,21712,0,1,1,0,1,381,912
21713,21713,0,1,0,0,1,381,912
21714,21714,0,1,0,0,1,381,912
21715,21715,0,1,0,0,1,381,912
21716,21716,0,1,1,0,1,381,912
21717,21717,0,1,0,0,0,381,912
21718,21718,0,1,0,0,0,381,912
21719,21719,0,1,0,0,0,381,912
21720,21720,0,1,1,0,0,381,913
21721,21721,0,1,0,0,0,381,913
21722,21722,0,1,0,0,0,381,913
21723,21723,0,1,0,0,0,381,913
21724,21724,0,1,1,0,0,381,913
21725,21725,0,1,0,0,1,381,913
21726,21726,0,1,0,0,1,381,913
21727,21727,0,1,0,0,1,381,913
21728,21728,0,1,1,0,1,381,913
21729,21729,0,1,0,0,1,381,913
21730,21730,0,1,0,0,1,381,913
21731,21731,0,1,0,0,1,381,913
21732,21732,0,1,1,0,1,381,913
21733,21733,0,1,0,0,0,381,913
21734,21734,0,1,0,0,0,381,913
21735,21735,0,1,0,0,0,381,913
21736,21736,0,1,1,1,0,381,913
21737,21737,0,1,0,1,1,381,913
21738,21738,0,1,0,1,1,381,913
21739,21739,0,1,0,1,1,381,913
21740,21740,0,1,1,1,1,381,914
21741,21741,0,1,0,1,0,381,914
21742,21742,0,1,0,1,0,381,914
21743,21743,0,1,0,1,0,381,914
21744,21744,0,1,1,1,0,381,914
21745,21745,0,1,0,1,0,381,914
21746,21746,0,1,0,1,0,381,914
21747,21747,0,1,0,1,0,381,914
21748,21748,0,1,1,1,0,381,914
21749,21749,0,1,0,1,1,381,914
21750,21750,0,1,0,1,1,381,914
21751,21751,0,1,0,1,1,382,914
21752,21752,0,1,1,1,1,382,914
21753,21753,0,1,0,1,0,382,914
21754,21754,0,1,0,1,0,382,914
21755,21755,0,1,0,1,0,382,914
21756,21756,0,1,1,0,0,382,914
21757,21757,0,1,0,0,0,382,914
21758,21758,0,1,0,0,0,382,914
21759,21759,0,1,0,0,0,382,914
21760,21760,0,1,1,0,0,382,915
21761,21761,0,1,0,0,0,382,915
21762,21762,0,1,0,0,0,382,915
21763,21763,0,1,0,0,0,382,915
21764,21764,0,1,1,0,0,382,915
21765,21765,0,1,0,0,1,382,915
21766,21766,0,1,0,0,1,382,915
21767,21767,0,1,0,0,1,382,915
21768,21768,0,1,1,0,1,382,915
21769,21769,0,1,0,0,1,382,915
21770,21770,0,1,0,0,1,382,915
21771,21771,0,1,0,0,1,382,915
21772,21772,0,1,1,0,1,382,915
21773,21773,0,1,0,0,1,382,915
21774,21774,0,1,0,0,1,382,915
21775,21775,0,1,0,0,1,382,915
21776,21776,0,1,1,0,1,382,915
21777,21777,0,1,0,0,1,382,915
21778,21778,0,1,0,0,1,382,915
21779,21779,0,1,0,0,1,382,915
21780,21780,0,1,1,0,1,382,916
21781,21781,0,1,0,0,1,382,916
21782,21782,0,1,0,0,1,382,916
21783,21783,0,1,0,0,1,382,916
21784,21784,0,1,1,0,1,382,916
21785,21785,0,1,0,0,0,382,916
21786,21786,0,1,0,0,0,382,916
21787,21787,0,1,0,0,0,382,916
21788,21788,0,1,1,0,0,382,916
21789,21789,0,1,0,0,1,382,916
21790,21790,0,1,0,0,1,382,916
21791,21791,0,1,0,0,1,382,916
21792,21792,0,1,1,0,1,382,916
21793,21793,0,1,0,0,0,382,916
21794,21794,0,1,0,0,0,382,916
21795,21795,0,1,0,0,0,382,916
21796,21796,0,1,1,0,0,382,916
21797,21797,0,1,0,0,0,382,916
21798,21798,0,1,0,0,0,382,916
21799,21799,0,1,0,0,0,382,916
21800,21800,0,1,1,0,0,382,917
21801,21801,0,1,0,0,1,382,917
21802,21802,0,1,0,0,1,382,917
21803,21803,0,1,0,0,1,382,917
21804,21804,0,1,1,0,1,382,917
21805,21805,0,1,0,0,1,382,917
21806,21806,0,1,0,0,1,382,917
21807,21807,0,1,0,0,1,382,917
21808,21808,0,1,1,0,1,382,917
21809,21809,0,1,0,0,1,382,917
21810,21810,0,1,0,0,1,382,917
21811,21811,0,1,0,0,1,382,917
21812,21812,0,1,1,0,1,382,917
21813,21813,0,1,0,0,0,382,917
21814,21814,0,1,0,0,0,382,917
21815,21815,0,1,0,0,0,382,917
21816,21816,0,1,1,0,0,382,917
21817,21817,0,1,0,0,0,382,917
21818,21818,0,1,0,0,0,382,917
21819,21819,0,1,0,0,0,382,917
21820,21820,0,1,1,0,0,382,918
21821,21821,0,1,0,0,1,382,918
21822,21822,0,1,0,0,1,382,918
21823,21823,0,1,0,0,1,382,918
21824,21824,0,1,1,0,1,382,918
21825,21825,0,1,0,0,1,382,918
21826,21826,0,1,0,0,1,382,918
21827,21827,0,1,0,0,1,382,918
21828,21828,0,1,1,0,1,382,918
21829,21829,0,1,0,0,1,382,918
21830,21830,0,1,0,0,1,382,918
21831,21831,0,1,0,0,1,382,918
21832,21832,0,1,1,0,1,382,918
21833,21833,0,1,0,0,0,382,918
21834,21834,0,1,0,0,0,382,918
21835,21835,0,1,0,0,0,382,918
21836,21836,0,1,1,0,0,382,918
21837,21837,0,1,0,0,0,382,918
21838,21838,0,1,0,0,0,382,918
21839,21839,0,1,0,0,0,382,918
21840,21840,0,1,1,0,0,382,919
21841,21841,0,1,0,0,1,382,919
21842,21842,0,1,0,0,1,382,919
21843,21843,0,1,0,0,1,382,919
21844,21844,0,1,1,0,1,382,919
21845,21845,0,1,0,0,1,382,919
21846,21846,0,1,0,0,1,382,919
21847,21847,0,1,0,0,1,382,919
21848,21848,0,1,1,0,1,382,919
21849,21849,0,1,0,0,1,382,919
21850,21850,0,1,0,0,1,382,919
21851,21851,0,1,0,0,1,382,919
21852,21852,0,1,1,0,1,382,919
21853,21853,0,1,0,0,1,382,919
21854,21854,0,1,0,0,1,382,919
21855,21855,0,1,0,0,1,382,919
21856,21856,0,1,1,0,1,382,919
21857,21857,0,1,0,0,1,382,919
21858,21858,0,1,0,0,1,382,919
21859,21859,0,1,0,0,1,382,919
21860,21860,0,1,1,0,1,382,920
21861,21861,0,1,0,0,1,382,920
21862,21862,0,1,0,0,1,382,920
21863,21863,0,1,0,0,1,382,920
21864,21864,0,1,1,0,1,382,920
21865,21865,0,1,0,0,1,382,920
21866,21866,0,1,0,0,1,382,920
21867,21867,0,1,0,0,1,382,920
21868,21868,0,1,1,0,1,382,920
21869,21869,0,1,0,0,1,382,920
21870,21870,0,1,0,0,1,382,920
21871,21871,0,1,0,0,1,382,920
21872,21872,0,1,1,0,1,382,920
21873,21873,0,1,0,0,1,382,920
21874,21874,0,1,0,0,1,382,920
21875,21875,0,1,0,0,1,382,920
21876,21876,0,1,1,1,1,382,920
21877,21877,0,1,0,1,0,382,920
21878,21878,0,1,0,1,0,382,920
21879,21879,0,1,0,1,0,382,920
21880,21880,0,1,1,1,0,382,921
21881,21881,0,1,0,1,0,382,921
21882,21882,0,1,0,1,0,382,921
21883,21883,0,1,0,1,0,382,921
