Sample in Buffer,Sample in Window,TRIGGER,design_2_i/adc_bit_decoder_0_t_ready,design_2_i/ZmodScopeController_0_cDataAxisTvalid,design_2_i/delay_96_cycles_0_dout,design_2_i/adc_bit_decoder_0_bit_out,design_2_i/comparator_0_correct_bits[13:0],design_2_i/comparator_0_whole_bits[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
1679,1679,0,1,0,1,0,6651,16294
1680,1680,0,1,1,1,0,6651,16294
1681,1681,0,1,0,1,0,6651,16294
1682,1682,0,1,0,1,0,6651,16294
1683,1683,0,1,0,1,0,6651,16294
1684,1684,0,1,1,1,0,6651,16294
1685,1685,0,1,0,1,0,6651,16294
1686,1686,0,1,0,1,0,6651,16294
1687,1687,0,1,0,1,0,6651,16294
1688,1688,0,1,1,1,0,6651,16294
1689,1689,0,1,0,1,0,6651,16294
1690,1690,0,1,0,1,0,6651,16294
1691,1691,0,1,0,1,0,6651,16294
1692,1692,0,1,1,1,0,6651,16294
1693,1693,0,1,0,1,0,6651,16294
1694,1694,0,1,0,1,0,6651,16294
1695,1695,0,1,0,1,0,6651,16294
1696,1696,0,1,1,0,0,6651,16294
1697,1697,0,1,0,0,0,6651,16294
1698,1698,0,1,0,0,0,6651,16294
1699,1699,0,1,0,0,0,6651,16295
1700,1700,0,1,1,0,0,6651,16295
1701,1701,0,1,0,0,1,6651,16295
1702,1702,0,1,0,0,1,6651,16295
1703,1703,0,1,0,0,1,6651,16295
1704,1704,0,1,1,0,1,6651,16295
1705,1705,0,1,0,0,1,6651,16295
1706,1706,0,1,0,0,1,6651,16295
1707,1707,0,1,0,0,1,6651,16295
1708,1708,0,1,1,0,1,6651,16295
1709,1709,0,1,0,0,1,6651,16295
1710,1710,0,1,0,0,1,6651,16295
1711,1711,0,1,0,0,1,6651,16295
1712,1712,0,1,1,0,1,6651,16295
1713,1713,0,1,0,0,1,6651,16295
1714,1714,0,1,0,0,1,6651,16295
1715,1715,0,1,0,0,1,6651,16295
1716,1716,0,1,1,0,1,6651,16295
1717,1717,0,1,0,0,0,6651,16295
1718,1718,0,1,0,0,0,6651,16295
1719,1719,0,1,0,0,0,6651,16296
1720,1720,0,1,1,0,0,6651,16296
1721,1721,0,1,0,0,1,6651,16296
1722,1722,0,1,0,0,1,6651,16296
1723,1723,0,1,0,0,1,6651,16296
1724,1724,0,1,1,0,1,6651,16296
1725,1725,0,1,0,0,1,6651,16296
1726,1726,0,1,0,0,1,6651,16296
1727,1727,0,1,0,0,1,6651,16296
1728,1728,0,1,1,0,1,6651,16296
1729,1729,0,1,0,0,1,6651,16296
1730,1730,0,1,0,0,1,6651,16296
1731,1731,0,1,0,0,1,6651,16296
1732,1732,0,1,1,0,1,6651,16296
1733,1733,0,1,0,0,1,6651,16296
1734,1734,0,1,0,0,1,6651,16296
1735,1735,0,1,0,0,1,6651,16296
1736,1736,0,1,1,0,1,6651,16296
1737,1737,0,1,0,0,1,6651,16296
1738,1738,0,1,0,0,1,6651,16296
1739,1739,0,1,0,0,1,6651,16297
1740,1740,0,1,1,0,1,6651,16297
1741,1741,0,1,0,0,1,6651,16297
1742,1742,0,1,0,0,1,6651,16297
1743,1743,0,1,0,0,1,6651,16297
1744,1744,0,1,1,0,1,6651,16297
1745,1745,0,1,0,0,1,6651,16297
1746,1746,0,1,0,0,1,6651,16297
1747,1747,0,1,0,0,1,6651,16297
1748,1748,0,1,1,0,1,6651,16297
1749,1749,0,1,0,0,1,6651,16297
1750,1750,0,1,0,0,1,6651,16297
1751,1751,0,1,0,0,1,6651,16297
1752,1752,0,1,1,0,1,6651,16297
1753,1753,0,1,0,0,1,6651,16297
1754,1754,0,1,0,0,1,6651,16297
1755,1755,0,1,0,0,1,6651,16297
1756,1756,0,1,1,1,1,6651,16297
1757,1757,0,1,0,1,0,6651,16297
1758,1758,0,1,0,1,0,6651,16297
1759,1759,0,1,0,1,0,6651,16298
1760,1760,0,1,1,1,0,6651,16298
1761,1761,0,1,0,1,0,6651,16298
1762,1762,0,1,0,1,0,6651,16298
1763,1763,0,1,0,1,0,6651,16298
1764,1764,0,1,1,1,0,6651,16298
1765,1765,0,1,0,1,0,6651,16298
1766,1766,0,1,0,1,0,6651,16298
1767,1767,0,1,0,1,0,6651,16298
1768,1768,0,1,1,1,0,6651,16298
1769,1769,0,1,0,1,1,6651,16298
1770,1770,0,1,0,1,1,6652,16298
1771,1771,0,1,0,1,1,6652,16298
1772,1772,0,1,1,1,1,6652,16298
1773,1773,0,1,0,1,0,6652,16298
1774,1774,0,1,0,1,0,6652,16298
1775,1775,0,1,0,1,0,6652,16298
1776,1776,0,1,1,1,0,6652,16298
1777,1777,0,1,0,1,1,6652,16298
1778,1778,0,1,0,1,1,6652,16298
1779,1779,0,1,0,1,1,6652,16299
1780,1780,0,1,1,1,1,6652,16299
1781,1781,0,1,0,1,0,6652,16299
1782,1782,0,1,0,1,0,6652,16299
1783,1783,0,1,0,1,0,6652,16299
1784,1784,0,1,1,1,0,6652,16299
1785,1785,0,1,0,1,0,6652,16299
1786,1786,0,1,0,1,0,6652,16299
1787,1787,0,1,0,1,0,6652,16299
1788,1788,0,1,1,1,0,6652,16299
1789,1789,0,1,0,1,0,6652,16299
1790,1790,0,1,0,1,0,6652,16299
1791,1791,0,1,0,1,0,6652,16299
1792,1792,0,1,1,1,0,6652,16299
1793,1793,0,1,0,1,1,6652,16299
1794,1794,0,1,0,1,1,6652,16299
1795,1795,0,1,0,1,1,6652,16299
1796,1796,0,1,1,0,1,6652,16299
1797,1797,0,1,0,0,1,6652,16299
1798,1798,0,1,0,0,1,6652,16299
1799,1799,0,1,0,0,1,6652,16300
1800,1800,0,1,1,0,1,6652,16300
1801,1801,0,1,0,0,1,6652,16300
1802,1802,0,1,0,0,1,6652,16300
1803,1803,0,1,0,0,1,6652,16300
1804,1804,0,1,1,0,1,6652,16300
1805,1805,0,1,0,0,0,6652,16300
1806,1806,0,1,0,0,0,6652,16300
1807,1807,0,1,0,0,0,6652,16300
1808,1808,0,1,1,0,0,6652,16300
1809,1809,0,1,0,0,0,6652,16300
1810,1810,0,1,0,0,0,6653,16300
1811,1811,0,1,0,0,0,6653,16300
1812,1812,0,1,1,0,0,6653,16300
1813,1813,0,1,0,0,1,6653,16300
1814,1814,0,1,0,0,1,6653,16300
1815,1815,0,1,0,0,1,6653,16300
1816,1816,0,1,1,1,1,6653,16300
1817,1817,0,1,0,1,1,6653,16300
1818,1818,0,1,0,1,1,6653,16300
1819,1819,0,1,0,1,1,6653,16301
1820,1820,0,1,1,1,1,6653,16301
1821,1821,0,1,0,1,1,6653,16301
1822,1822,0,1,0,1,1,6653,16301
1823,1823,0,1,0,1,1,6653,16301
1824,1824,0,1,1,1,1,6653,16301
1825,1825,0,1,0,1,0,6653,16301
1826,1826,0,1,0,1,0,6653,16301
1827,1827,0,1,0,1,0,6653,16301
1828,1828,0,1,1,1,0,6653,16301
1829,1829,0,1,0,1,1,6653,16301
1830,1830,0,1,0,1,1,6654,16301
1831,1831,0,1,0,1,1,6654,16301
1832,1832,0,1,1,1,1,6654,16301
1833,1833,0,1,0,1,1,6654,16301
1834,1834,0,1,0,1,1,6654,16301
1835,1835,0,1,0,1,1,6654,16301
1836,1836,0,1,1,1,1,6654,16301
1837,1837,0,1,0,1,1,6654,16301
1838,1838,0,1,0,1,1,6654,16301
1839,1839,0,1,0,1,1,6654,16302
1840,1840,0,1,1,1,1,6654,16302
1841,1841,0,1,0,1,0,6654,16302
1842,1842,0,1,0,1,0,6654,16302
1843,1843,0,1,0,1,0,6654,16302
1844,1844,0,1,1,1,0,6654,16302
1845,1845,0,1,0,1,0,6654,16302
1846,1846,0,1,0,1,0,6654,16302
1847,1847,0,1,0,1,0,6654,16302
1848,1848,0,1,1,1,0,6654,16302
1849,1849,0,1,0,1,0,6654,16302
1850,1850,0,1,0,1,0,6654,16302
1851,1851,0,1,0,1,0,6654,16302
1852,1852,0,1,1,1,0,6654,16302
1853,1853,0,1,0,1,1,6654,16302
1854,1854,0,1,0,1,1,6654,16302
1855,1855,0,1,0,1,1,6654,16302
1856,1856,0,1,1,1,1,6654,16302
1857,1857,0,1,0,1,1,6654,16302
1858,1858,0,1,0,1,1,6654,16302
1859,1859,0,1,0,1,1,6654,16303
1860,1860,0,1,1,1,1,6654,16303
1861,1861,0,1,0,1,1,6654,16303
1862,1862,0,1,0,1,1,6654,16303
1863,1863,0,1,0,1,1,6654,16303
1864,1864,0,1,1,1,1,6654,16303
1865,1865,0,1,0,1,0,6654,16303
1866,1866,0,1,0,1,0,6654,16303
1867,1867,0,1,0,1,0,6654,16303
1868,1868,0,1,1,1,0,6654,16303
1869,1869,0,1,0,1,1,6654,16303
1870,1870,0,1,0,1,1,6655,16303
1871,1871,0,1,0,1,1,6655,16303
1872,1872,0,1,1,1,1,6655,16303
1873,1873,0,1,0,1,1,6655,16303
1874,1874,0,1,0,1,1,6655,16303
1875,1875,0,1,0,1,1,6655,16303
1876,1876,0,1,1,1,1,6655,16303
1877,1877,0,1,0,1,0,6655,16303
1878,1878,0,1,0,1,0,6655,16303
1879,1879,0,1,0,1,0,6655,16304
1880,1880,0,1,1,1,0,6655,16304
1881,1881,0,1,0,1,0,6655,16304
1882,1882,0,1,0,1,0,6655,16304
1883,1883,0,1,0,1,0,6655,16304
1884,1884,0,1,1,1,0,6655,16304
1885,1885,0,1,0,1,0,6655,16304
1886,1886,0,1,0,1,0,6655,16304
1887,1887,0,1,0,1,0,6655,16304
1888,1888,0,1,1,1,0,6655,16304
1889,1889,0,1,0,1,1,6655,16304
1890,1890,0,1,0,1,1,6656,16304
1891,1891,0,1,0,1,1,6656,16304
1892,1892,0,1,1,1,1,6656,16304
1893,1893,0,1,0,1,0,6656,16304
1894,1894,0,1,0,1,0,6656,16304
1895,1895,0,1,0,1,0,6656,16304
1896,1896,0,1,1,0,0,6656,16304
1897,1897,0,1,0,0,0,6656,16304
1898,1898,0,1,0,0,0,6656,16304
1899,1899,0,1,0,0,0,6656,16305
1900,1900,0,1,1,0,0,6656,16305
1901,1901,0,1,0,0,1,6656,16305
1902,1902,0,1,0,0,1,6656,16305
1903,1903,0,1,0,0,1,6656,16305
1904,1904,0,1,1,0,1,6656,16305
1905,1905,0,1,0,0,0,6656,16305
1906,1906,0,1,0,0,0,6656,16305
1907,1907,0,1,0,0,0,6656,16305
1908,1908,0,1,1,0,0,6656,16305
1909,1909,0,1,0,0,1,6656,16305
1910,1910,0,1,0,0,1,6656,16305
1911,1911,0,1,0,0,1,6656,16305
1912,1912,0,1,1,0,1,6656,16305
1913,1913,0,1,0,0,1,6656,16305
1914,1914,0,1,0,0,1,6656,16305
1915,1915,0,1,0,0,1,6656,16305
1916,1916,0,1,1,1,1,6656,16305
1917,1917,0,1,0,1,1,6656,16305
1918,1918,0,1,0,1,1,6656,16305
1919,1919,0,1,0,1,1,6656,16306
1920,1920,0,1,1,1,1,6656,16306
1921,1921,0,1,0,1,0,6656,16306
1922,1922,0,1,0,1,0,6656,16306
1923,1923,0,1,0,1,0,6656,16306
1924,1924,0,1,1,1,0,6656,16306
1925,1925,0,1,0,1,0,6656,16306
1926,1926,0,1,0,1,0,6656,16306
1927,1927,0,1,0,1,0,6656,16306
1928,1928,0,1,1,1,0,6656,16306
1929,1929,0,1,0,1,1,6656,16306
1930,1930,0,1,0,1,1,6657,16306
1931,1931,0,1,0,1,1,6657,16306
1932,1932,0,1,1,1,1,6657,16306
1933,1933,0,1,0,1,0,6657,16306
1934,1934,0,1,0,1,0,6657,16306
1935,1935,0,1,0,1,0,6657,16306
1936,1936,0,1,1,0,0,6657,16306
1937,1937,0,1,0,0,0,6657,16306
1938,1938,0,1,0,0,0,6657,16306
1939,1939,0,1,0,0,0,6657,16307
1940,1940,0,1,1,0,0,6657,16307
1941,1941,0,1,0,0,0,6657,16307
1942,1942,0,1,0,0,0,6657,16307
1943,1943,0,1,0,0,0,6657,16307
1944,1944,0,1,1,0,0,6657,16307
1945,1945,0,1,0,0,1,6657,16307
1946,1946,0,1,0,0,1,6657,16307
1947,1947,0,1,0,0,1,6657,16307
1948,1948,0,1,1,0,1,6657,16307
1949,1949,0,1,0,0,0,6657,16307
1950,1950,0,1,0,0,0,6658,16307
1951,1951,0,1,0,0,0,6658,16307
1952,1952,0,1,1,0,0,6658,16307
1953,1953,0,1,0,0,1,6658,16307
1954,1954,0,1,0,0,1,6658,16307
1955,1955,0,1,0,0,1,6658,16307
1956,1956,0,1,1,0,1,6658,16307
1957,1957,0,1,0,0,0,6658,16307
1958,1958,0,1,0,0,0,6658,16307
1959,1959,0,1,0,0,0,6658,16308
1960,1960,0,1,1,0,0,6658,16308
1961,1961,0,1,0,0,1,6658,16308
1962,1962,0,1,0,0,1,6658,16308
1963,1963,0,1,0,0,1,6658,16308
1964,1964,0,1,1,0,1,6658,16308
1965,1965,0,1,0,0,1,6658,16308
1966,1966,0,1,0,0,1,6658,16308
1967,1967,0,1,0,0,1,6658,16308
1968,1968,0,1,1,0,1,6658,16308
1969,1969,0,1,0,0,1,6658,16308
1970,1970,0,1,0,0,1,6658,16308
1971,1971,0,1,0,0,1,6658,16308
1972,1972,0,1,1,0,1,6658,16308
1973,1973,0,1,0,0,0,6658,16308
1974,1974,0,1,0,0,0,6658,16308
1975,1975,0,1,0,0,0,6658,16308
1976,1976,0,1,1,0,0,6658,16308
1977,1977,0,1,0,0,1,6658,16308
1978,1978,0,1,0,0,1,6658,16308
1979,1979,0,1,0,0,1,6658,16309
1980,1980,0,1,1,0,1,6658,16309
1981,1981,0,1,0,0,1,6658,16309
1982,1982,0,1,0,0,1,6658,16309
1983,1983,0,1,0,0,1,6658,16309
1984,1984,0,1,1,0,1,6658,16309
1985,1985,0,1,0,0,1,6658,16309
1986,1986,0,1,0,0,1,6658,16309
1987,1987,0,1,0,0,1,6658,16309
1988,1988,0,1,1,0,1,6658,16309
1989,1989,0,1,0,0,1,6658,16309
1990,1990,0,1,0,0,1,6658,16309
1991,1991,0,1,0,0,1,6658,16309
1992,1992,0,1,1,0,1,6658,16309
1993,1993,0,1,0,0,1,6658,16309
1994,1994,0,1,0,0,1,6658,16309
1995,1995,0,1,0,0,1,6658,16309
1996,1996,0,1,1,1,1,6658,16309
1997,1997,0,1,0,1,0,6658,16309
1998,1998,0,1,0,1,0,6658,16309
1999,1999,0,1,0,1,0,6658,16310
2000,2000,0,1,1,1,0,6658,16310
2001,2001,0,1,0,1,0,6658,16310
2002,2002,0,1,0,1,0,6658,16310
2003,2003,0,1,0,1,0,6658,16310
2004,2004,0,1,1,1,0,6658,16310
2005,2005,0,1,0,1,0,6658,16310
2006,2006,0,1,0,1,0,6658,16310
2007,2007,0,1,0,1,0,6658,16310
2008,2008,0,1,1,1,0,6658,16310
2009,2009,0,1,0,1,1,6658,16310
2010,2010,0,1,0,1,1,6659,16310
2011,2011,0,1,0,1,1,6659,16310
2012,2012,0,1,1,1,1,6659,16310
2013,2013,0,1,0,1,0,6659,16310
2014,2014,0,1,0,1,0,6659,16310
2015,2015,0,1,0,1,0,6659,16310
2016,2016,0,1,1,0,0,6659,16310
2017,2017,0,1,0,0,1,6659,16310
2018,2018,0,1,0,0,1,6659,16310
2019,2019,0,1,0,0,1,6659,16311
2020,2020,0,1,1,0,1,6659,16311
2021,2021,0,1,0,0,1,6659,16311
2022,2022,0,1,0,0,1,6659,16311
2023,2023,0,1,0,0,1,6659,16311
2024,2024,0,1,1,0,1,6659,16311
2025,2025,0,1,0,0,1,6659,16311
2026,2026,0,1,0,0,1,6659,16311
2027,2027,0,1,0,0,1,6659,16311
2028,2028,0,1,1,0,1,6659,16311
2029,2029,0,1,0,0,1,6659,16311
2030,2030,0,1,0,0,1,6659,16311
2031,2031,0,1,0,0,1,6659,16311
2032,2032,0,1,1,0,1,6659,16311
2033,2033,0,1,0,0,1,6659,16311
2034,2034,0,1,0,0,1,6659,16311
2035,2035,0,1,0,0,1,6659,16311
2036,2036,0,1,1,1,1,6659,16311
2037,2037,0,1,0,1,1,6659,16311
2038,2038,0,1,0,1,1,6659,16311
2039,2039,0,1,0,1,1,6659,16312
2040,2040,0,1,1,1,1,6659,16312
2041,2041,0,1,0,1,0,6659,16312
2042,2042,0,1,0,1,0,6659,16312
2043,2043,0,1,0,1,0,6659,16312
2044,2044,0,1,1,1,0,6659,16312
2045,2045,0,1,0,1,0,6659,16312
2046,2046,0,1,0,1,0,6659,16312
2047,2047,0,1,0,1,0,6659,16312
2048,2048,0,1,1,1,0,6659,16312
2049,2049,0,1,0,1,0,6659,16312
2050,2050,0,1,0,1,0,6659,16312
2051,2051,0,1,0,1,0,6659,16312
2052,2052,0,1,1,1,0,6659,16312
2053,2053,0,1,0,1,1,6659,16312
2054,2054,0,1,0,1,1,6659,16312
2055,2055,0,1,0,1,1,6659,16312
2056,2056,0,1,1,0,1,6659,16312
2057,2057,0,1,0,0,1,6659,16312
2058,2058,0,1,0,0,1,6659,16312
2059,2059,0,1,0,0,1,6659,16313
2060,2060,0,1,1,0,1,6659,16313
2061,2061,0,1,0,0,0,6659,16313
2062,2062,0,1,0,0,0,6659,16313
2063,2063,0,1,0,0,0,6659,16313
2064,2064,0,1,1,0,0,6659,16313
2065,2065,0,1,0,0,1,6659,16313
2066,2066,0,1,0,0,1,6659,16313
2067,2067,0,1,0,0,1,6659,16313
2068,2068,0,1,1,0,1,6659,16313
2069,2069,0,1,0,0,1,6659,16313
2070,2070,0,1,0,0,1,6659,16313
2071,2071,0,1,0,0,1,6659,16313
2072,2072,0,1,1,0,1,6659,16313
2073,2073,0,1,0,0,1,6659,16313
2074,2074,0,1,0,0,1,6659,16313
2075,2075,0,1,0,0,1,6659,16313
2076,2076,0,1,1,1,1,6659,16313
2077,2077,0,1,0,1,0,6659,16313
2078,2078,0,1,0,1,0,6659,16313
2079,2079,0,1,0,1,0,6659,16314
2080,2080,0,1,1,1,0,6659,16314
2081,2081,0,1,0,1,1,6659,16314
2082,2082,0,1,0,1,1,6659,16314
2083,2083,0,1,0,1,1,6659,16314
2084,2084,0,1,1,1,1,6659,16314
2085,2085,0,1,0,1,0,6659,16314
2086,2086,0,1,0,1,0,6659,16314
2087,2087,0,1,0,1,0,6659,16314
2088,2088,0,1,1,1,0,6659,16314
2089,2089,0,1,0,1,1,6659,16314
2090,2090,0,1,0,1,1,6660,16314
2091,2091,0,1,0,1,1,6660,16314
2092,2092,0,1,1,1,1,6660,16314
2093,2093,0,1,0,1,0,6660,16314
2094,2094,0,1,0,1,0,6660,16314
2095,2095,0,1,0,1,0,6660,16314
2096,2096,0,1,1,1,0,6660,16314
2097,2097,0,1,0,1,1,6660,16314
2098,2098,0,1,0,1,1,6660,16314
2099,2099,0,1,0,1,1,6660,16315
2100,2100,0,1,1,1,1,6660,16315
2101,2101,0,1,0,1,1,6660,16315
2102,2102,0,1,0,1,1,6660,16315
2103,2103,0,1,0,1,1,6660,16315
2104,2104,0,1,1,1,1,6660,16315
2105,2105,0,1,0,1,0,6660,16315
2106,2106,0,1,0,1,0,6660,16315
2107,2107,0,1,0,1,0,6660,16315
2108,2108,0,1,1,1,0,6660,16315
2109,2109,0,1,0,1,0,6660,16315
2110,2110,0,1,0,1,0,6660,16315
2111,2111,0,1,0,1,0,6660,16315
2112,2112,0,1,1,1,0,6660,16315
2113,2113,0,1,0,1,1,6660,16315
2114,2114,0,1,0,1,1,6660,16315
2115,2115,0,1,0,1,1,6660,16315
2116,2116,0,1,1,0,1,6660,16315
2117,2117,0,1,0,0,1,6660,16315
2118,2118,0,1,0,0,1,6660,16315
2119,2119,0,1,0,0,1,6660,16316
2120,2120,0,1,1,0,1,6660,16316
2121,2121,0,1,0,0,0,6660,16316
2122,2122,0,1,0,0,0,6660,16316
2123,2123,0,1,0,0,0,6660,16316
2124,2124,0,1,1,0,0,6660,16316
2125,2125,0,1,0,0,1,6660,16316
2126,2126,0,1,0,0,1,6660,16316
2127,2127,0,1,0,0,1,6660,16316
2128,2128,0,1,1,0,1,6660,16316
2129,2129,0,1,0,0,0,6660,16316
2130,2130,0,1,0,0,0,6661,16316
2131,2131,0,1,0,0,0,6661,16316
2132,2132,0,1,1,0,0,6661,16316
2133,2133,0,1,0,0,1,6661,16316
2134,2134,0,1,0,0,1,6661,16316
2135,2135,0,1,0,0,1,6661,16316
2136,2136,0,1,1,1,1,6661,16316
2137,2137,0,1,0,1,1,6661,16316
2138,2138,0,1,0,1,1,6661,16316
2139,2139,0,1,0,1,1,6661,16317
2140,2140,0,1,1,1,1,6661,16317
2141,2141,0,1,0,1,1,6661,16317
2142,2142,0,1,0,1,1,6661,16317
2143,2143,0,1,0,1,1,6661,16317
2144,2144,0,1,1,1,1,6661,16317
2145,2145,0,1,0,1,1,6661,16317
2146,2146,0,1,0,1,1,6661,16317
2147,2147,0,1,0,1,1,6661,16317
2148,2148,0,1,1,1,1,6661,16317
2149,2149,0,1,0,1,0,6661,16317
2150,2150,0,1,0,1,0,6661,16317
2151,2151,0,1,0,1,0,6661,16317
2152,2152,0,1,1,1,0,6661,16317
2153,2153,0,1,0,1,0,6661,16317
2154,2154,0,1,0,1,0,6661,16317
2155,2155,0,1,0,1,0,6661,16317
2156,2156,0,1,1,0,0,6661,16317
2157,2157,0,1,0,0,1,6661,16317
2158,2158,0,1,0,0,1,6661,16317
2159,2159,0,1,0,0,1,6661,16318
2160,2160,0,1,1,0,1,6661,16318
2161,2161,0,1,0,0,1,6661,16318
2162,2162,0,1,0,0,1,6661,16318
2163,2163,0,1,0,0,1,6661,16318
2164,2164,0,1,1,0,1,6661,16318
2165,2165,0,1,0,0,1,6661,16318
2166,2166,0,1,0,0,1,6661,16318
2167,2167,0,1,0,0,1,6661,16318
2168,2168,0,1,1,0,1,6661,16318
2169,2169,0,1,0,0,1,6661,16318
2170,2170,0,1,0,0,1,6661,16318
2171,2171,0,1,0,0,1,6661,16318
2172,2172,0,1,1,0,1,6661,16318
2173,2173,0,1,0,0,1,6661,16318
2174,2174,0,1,0,0,1,6661,16318
2175,2175,0,1,0,0,1,6661,16318
2176,2176,0,1,1,0,1,6661,16318
2177,2177,0,1,0,0,0,6661,16318
2178,2178,0,1,0,0,0,6661,16318
2179,2179,0,1,0,0,0,6661,16319
2180,2180,0,1,1,0,0,6661,16319
2181,2181,0,1,0,0,1,6661,16319
2182,2182,0,1,0,0,1,6661,16319
2183,2183,0,1,0,0,1,6661,16319
2184,2184,0,1,1,0,1,6661,16319
2185,2185,0,1,0,0,1,6661,16319
2186,2186,0,1,0,0,1,6661,16319
2187,2187,0,1,0,0,1,6661,16319
2188,2188,0,1,1,0,1,6661,16319
2189,2189,0,1,0,0,0,6661,16319
2190,2190,0,1,0,0,0,6662,16319
2191,2191,0,1,0,0,0,6662,16319
2192,2192,0,1,1,0,0,6662,16319
2193,2193,0,1,0,0,0,6662,16319
2194,2194,0,1,0,0,0,6662,16319
2195,2195,0,1,0,0,0,6662,16319
2196,2196,0,1,1,1,0,6662,16319
2197,2197,0,1,0,1,1,6662,16319
2198,2198,0,1,0,1,1,6662,16319
2199,2199,0,1,0,1,1,6662,16320
2200,2200,0,1,1,1,1,6662,16320
2201,2201,0,1,0,1,1,6662,16320
2202,2202,0,1,0,1,1,6662,16320
2203,2203,0,1,0,1,1,6662,16320
2204,2204,0,1,1,1,1,6662,16320
2205,2205,0,1,0,1,1,6662,16320
2206,2206,0,1,0,1,1,6662,16320
2207,2207,0,1,0,1,1,6662,16320
2208,2208,0,1,1,1,1,6662,16320
2209,2209,0,1,0,1,0,6662,16320
2210,2210,0,1,0,1,0,6662,16320
2211,2211,0,1,0,1,0,6662,16320
2212,2212,0,1,1,1,0,6662,16320
2213,2213,0,1,0,1,1,6662,16320
2214,2214,0,1,0,1,1,6662,16320
2215,2215,0,1,0,1,1,6662,16320
2216,2216,0,1,1,0,1,6662,16320
2217,2217,0,1,0,0,1,6662,16320
2218,2218,0,1,0,0,1,6662,16320
2219,2219,0,1,0,0,1,6662,16321
2220,2220,0,1,1,0,1,6662,16321
2221,2221,0,1,0,0,0,6662,16321
2222,2222,0,1,0,0,0,6662,16321
2223,2223,0,1,0,0,0,6662,16321
2224,2224,0,1,1,0,0,6662,16321
2225,2225,0,1,0,0,1,6662,16321
2226,2226,0,1,0,0,1,6662,16321
2227,2227,0,1,0,0,1,6662,16321
2228,2228,0,1,1,0,1,6662,16321
2229,2229,0,1,0,0,1,6662,16321
2230,2230,0,1,0,0,1,6662,16321
2231,2231,0,1,0,0,1,6662,16321
2232,2232,0,1,1,0,1,6662,16321
2233,2233,0,1,0,0,1,6662,16321
2234,2234,0,1,0,0,1,6662,16321
2235,2235,0,1,0,0,1,6662,16321
2236,2236,0,1,1,0,1,6662,16321
2237,2237,0,1,0,0,1,6662,16321
2238,2238,0,1,0,0,1,6662,16321
2239,2239,0,1,0,0,1,6662,16322
2240,2240,0,1,1,0,1,6662,16322
2241,2241,0,1,0,0,0,6662,16322
2242,2242,0,1,0,0,0,6662,16322
2243,2243,0,1,0,0,0,6662,16322
2244,2244,0,1,1,0,0,6662,16322
2245,2245,0,1,0,0,1,6662,16322
2246,2246,0,1,0,0,1,6662,16322
2247,2247,0,1,0,0,1,6662,16322
2248,2248,0,1,1,0,1,6662,16322
2249,2249,0,1,0,0,1,6662,16322
2250,2250,0,1,0,0,1,6662,16322
2251,2251,0,1,0,0,1,6662,16322
2252,2252,0,1,1,0,1,6662,16322
2253,2253,0,1,0,0,1,6662,16322
2254,2254,0,1,0,0,1,6662,16322
2255,2255,0,1,0,0,1,6662,16322
2256,2256,0,1,1,1,1,6662,16322
2257,2257,0,1,0,1,0,6662,16322
2258,2258,0,1,0,1,0,6662,16322
2259,2259,0,1,0,1,0,6662,16323
2260,2260,0,1,1,1,0,6662,16323
2261,2261,0,1,0,1,0,6662,16323
2262,2262,0,1,0,1,0,6662,16323
2263,2263,0,1,0,1,0,6662,16323
2264,2264,0,1,1,1,0,6662,16323
2265,2265,0,1,0,1,0,6662,16323
2266,2266,0,1,0,1,0,6662,16323
2267,2267,0,1,0,1,0,6662,16323
2268,2268,0,1,1,1,0,6662,16323
2269,2269,0,1,0,1,0,6662,16323
2270,2270,0,1,0,1,0,6662,16323
2271,2271,0,1,0,1,0,6662,16323
2272,2272,0,1,1,1,0,6662,16323
2273,2273,0,1,0,1,0,6662,16323
2274,2274,0,1,0,1,0,6662,16323
2275,2275,0,1,0,1,0,6662,16323
2276,2276,0,1,1,0,0,6662,16323
2277,2277,0,1,0,0,1,6662,16323
2278,2278,0,1,0,0,1,6662,16323
2279,2279,0,1,0,0,1,6662,16324
2280,2280,0,1,1,0,1,6662,16324
2281,2281,0,1,0,0,0,6662,16324
2282,2282,0,1,0,0,0,6662,16324
2283,2283,0,1,0,0,0,6662,16324
2284,2284,0,1,1,0,0,6662,16324
2285,2285,0,1,0,0,1,6662,16324
2286,2286,0,1,0,0,1,6662,16324
2287,2287,0,1,0,0,1,6662,16324
2288,2288,0,1,1,0,1,6662,16324
2289,2289,0,1,0,0,0,6662,16324
2290,2290,0,1,0,0,0,6663,16324
2291,2291,0,1,0,0,0,6663,16324
2292,2292,0,1,1,0,0,6663,16324
2293,2293,0,1,0,0,1,6663,16324
2294,2294,0,1,0,0,1,6663,16324
2295,2295,0,1,0,0,1,6663,16324
2296,2296,0,1,1,0,1,6663,16324
2297,2297,0,1,0,0,0,6663,16324
2298,2298,0,1,0,0,0,6663,16324
2299,2299,0,1,0,0,0,6663,16325
2300,2300,0,1,1,0,0,6663,16325
2301,2301,0,1,0,0,1,6663,16325
2302,2302,0,1,0,0,1,6663,16325
2303,2303,0,1,0,0,1,6663,16325
2304,2304,0,1,1,0,1,6663,16325
